Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-vital-records-fhir-messaging.json	36354	-	0	0	0	0	0	0	4	66	0	0	0	0	0	0	0	0	0	0	142	259	0	0	1	4	0	2
fsh-generated/resources/Bundle-AcknowledgementMessage-Example1.json	1985	5	0	0	0	0	9	0	0	25	0	0	0	0	0	0	0	0	0	0	13	19	0	0	0	0	0	0
fsh-generated/resources/Bundle-CauseOfDeathCodedContentBundle-Example1.json	26603	20	0	0	0	0	16	0	1	953	0	0	0	0	0	0	0	0	0	0	95	72	0	0	0	0	0	0
fsh-generated/resources/Bundle-CauseOfDeathCodingMessage-Example1.json	34702	20	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	1	0	0	45	83	0	0	0	0	0	0
fsh-generated/resources/Bundle-CauseOfDeathCodingUpdateMessage1.json	34731	21	0	0	0	0	9	0	1	5	0	0	0	0	0	0	0	0	0	0	44	66	0	0	0	0	0	10
fsh-generated/resources/Bundle-DeathCertificateDocument-Example1.json	54244	43	0	0	0	0	35	0	1	98	0	0	0	0	0	0	0	0	0	0	154	150	0	0	0	0	0	0
fsh-generated/resources/Bundle-DeathCertificateDocument-Example2.json	67143	42	0	0	0	0	20	0	2	60	0	0	0	0	0	0	0	0	0	0	184	162	0	0	0	0	0	2
fsh-generated/resources/Bundle-DeathRecordAliasMessage-Example1.json	2511	3	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0
fsh-generated/resources/Bundle-DeathRecordSubmissionMessage-Example1.json	68039	36	1	0	0	0	34	0	2	5	0	0	0	0	0	0	0	1	0	0	74	140	0	0	0	0	0	1
fsh-generated/resources/Bundle-DeathRecordVoidMessage-Example1.json	1942	3	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
fsh-generated/resources/Bundle-DemographicCodedContentBundle-Example1.json	12509	9	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	40	12	0	0	0	0	0	0
fsh-generated/resources/Bundle-DemographicsCodingMessage-Example1.json	17288	11	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	26	18	0	0	0	0	0	0
fsh-generated/resources/Bundle-DemographicsCodingUpdateMessage1.json	17317	10	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	26	18	0	0	0	0	0	0
fsh-generated/resources/Bundle-ExtractionErrorMessage-Example1.json	2678	3	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0
fsh-generated/resources/Bundle-MortalityRosterBundle-Example1.json	8572	7	0	0	0	0	12	0	1	11	0	0	0	0	0	0	0	0	0	0	26	24	0	0	0	0	0	0
fsh-generated/resources/Bundle-StatusMessage-Example1.json	2048	3	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0
fsh-generated/resources/Bundle-UpdateMessage-Example1.json	68015	37	0	0	0	0	14	0	1	6	0	0	0	0	0	0	0	0	0	0	80	141	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-VRM-MessageHeaderURI-cs.json	2638	3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	19	21046	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-VRM-Status-cs.json	1544	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	90	0	0	0	0	0	0
fsh-generated/resources/Composition-DeathCertificate-Example1.json	5398	6	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	18	70	0	0	0	0	0	0
fsh-generated/resources/Composition-DeathCertificate-Example2.json	6357	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	20	80	0	0	0	0	0	0
fsh-generated/resources/Location-DeathLocation-Example1.json	596	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Location-DeathLocation-Example2.json	715	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Location-DeathLocation-Example3.json	465	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Location-DispositionLocation-Example1.json	766	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Location-InjuryLocation-Example1.json	501	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-AcknowledgementHeader-Example1.json	619	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-AliasHeader-Example1.json	504	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-CauseOfDeathCodingHeader-Example1.json	640	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/MessageHeader-CauseOfDeathCodingUpdateHeader-Example1.json	659	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
