Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
\fsh-generated\resources\ImplementationGuide-vital-records-fhir-messaging.json	59828	-	0	0	0	0	0	0	25	195	0	0	0	0	0	0	0	0	0	0	1912	1250	0	0	0	3	0	5
fsh-generated/resources/Bundle-AcknowledgementMessage-Example1.json	2120	21	23	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	148	130	0	0	0	0	0	0
fsh-generated/resources/Bundle-AcknowledgementMessage-Example2.json	2895	23	19	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	201	164	0	0	0	0	0	0
fsh-generated/resources/Bundle-BirthReportMessage-Example1.json	3606	16	11	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	191	151	0	0	0	0	0	0
fsh-generated/resources/Bundle-BirthReportUpdateMessage-Example1.json	3633	20	10	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	181	169	0	0	0	0	0	0
fsh-generated/resources/Bundle-CauseOfDeathCodingMessage-Example1.json	3746	23	12	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	167	167	0	0	0	0	0	0
fsh-generated/resources/Bundle-CauseOfDeathCodingUpdateMessage1.json	3775	21	10	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	160	160	0	0	0	0	0	0
fsh-generated/resources/Bundle-CodedCauseOfFetalDeathMessage-Example1.json	3770	20	10	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	164	140	0	0	0	0	0	0
fsh-generated/resources/Bundle-CodedCauseOfFetalDeathUpdateMessage-Example1.json	3809	17	7	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	201	161	0	0	0	0	0	0
fsh-generated/resources/Bundle-DeathRecordAliasMessage-Example1.json	2539	20	15	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	168	181	0	0	0	0	0	0
fsh-generated/resources/Bundle-DeathRecordSubmissionMessage-Example1.json	3201	14	7	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	180	151	0	0	0	0	0	0
fsh-generated/resources/Bundle-DemographicsCodingMessage-Example1.json	3746	25	11	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	173	141	0	0	0	0	0	0
fsh-generated/resources/Bundle-DemographicsCodingUpdateMessage1.json	3775	20	7	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	157	174	0	0	0	0	0	0
fsh-generated/resources/Bundle-DummyBundle.json	1145	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	104	0	0	0	0	0	0
fsh-generated/resources/Bundle-DummyDeathBundle.json	945	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	88	0	0	0	0	0	0
fsh-generated/resources/Bundle-ExtractionErrorMessage-Example1.json	2841	20	3	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	131	143	0	0	0	0	0	0
fsh-generated/resources/Bundle-FetalDeathReportMessage-Example1.json	3614	22	18	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	157	137	0	0	5	0	0	0
fsh-generated/resources/Bundle-FetalDeathReportUpdateMessage-Example1.json	3641	15	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	168	140	0	0	0	0	0	0
fsh-generated/resources/Bundle-IndustryOccupationCodingMessage-Example1.json	3782	16	20	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	172	140	0	0	0	0	0	0
fsh-generated/resources/Bundle-IndustryOccupationCodingUpdateMessage1.json	3811	16	10	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	173	160	0	0	0	0	0	0
fsh-generated/resources/Bundle-MaternalLinkageBundle-Birth.json	3423	18	16	0	0	0	0	0	13	101	0	0	0	0	0	0	0	0	0	0	151	139	0	0	0	0	0	0
fsh-generated/resources/Bundle-MaternalLinkageBundle-BirthNoCert.json	2891	21	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	122	0	0	0	0	0	0
