URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://cdc.gov/nchs/nvss/fhir/vital-records-messaging/ValueSet/Payload-version-vs,2.0.0-Preview3,draft,,PayloadVersionVS,Payload Version Identifier Values,"Payload Version Identifier Values","StructureDefinition/VRM-StatusParameters,StructureDefinition/VRM-VoidParameters,StructureDefinition/VRM-AliasParameters,StructureDefinition/VRM-MessageParameters","Internal"
http://cdc.gov/nchs/nvss/fhir/vital-records-messaging/ValueSet/VRM-Status-vs,2.0.0-Preview3,draft,,StatusVS,Status Codes Values,"Status Codes Values","StructureDefinition/VRM-StatusParameters","Internal"
http://hl7.org/fhir/ValueSet/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.3.620",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/VRM-CauseOfDeathCodingUpdateMessage,StructureDefinition/VRM-AcknowledgementMessage,StructureDefinition/VRM-CodedCauseOfFetalDeathMessage,StructureDefinition/VRM-ParentalDemographicsCodingUpdateMessage,StructureDefinition/VRM-VoidMessage,StructureDefinition/VRM-CodedCauseOfFetalDeathUpdateMessage,StructureDefinition/VRM-DemographicsCodingMessage,StructureDefinition/VRM-StatusMessage,StructureDefinition/VRM-DemographicsCodingUpdateMessage,StructureDefinition/VRM-ExtractionErrorMessage,StructureDefinition/VRM-BirthReportMessage,StructureDefinition/VRM-ParentalDemographicsCodingMessage,StructureDefinition/VRM-DeathRecordVoidMessage,StructureDefinition/VRM-DeathRecordSubmissionMessage,StructureDefinition/VRM-IndustryOccupationCodingMessage,StructureDefinition/VRM-FetalDeathReportUpdateMessage,StructureDefinition/VRM-DeathRecordUpdateMessage,StructureDefinition/VRM-FetalDeathReportMessage,StructureDefinition/VRM-IndustryOccupationCodingUpdateMessage,StructureDefinition/VRM-BirthReportUpdateMessage,StructureDefinition/VRM-DeathRecordAliasMessage,StructureDefinition/VRM-CauseOfDeathCodingMessage,StructureDefinition/VRM-MessageBundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/http-verb,4.0.1,active,"2.16.840.1.113883.4.642.3.624",HTTPVerb,HTTPVerb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","StructureDefinition/VRM-CauseOfDeathCodingUpdateMessage,StructureDefinition/VRM-AcknowledgementMessage,StructureDefinition/VRM-CodedCauseOfFetalDeathMessage,StructureDefinition/VRM-ParentalDemographicsCodingUpdateMessage,StructureDefinition/VRM-VoidMessage,StructureDefinition/VRM-CodedCauseOfFetalDeathUpdateMessage,StructureDefinition/VRM-DemographicsCodingMessage,StructureDefinition/VRM-StatusMessage,StructureDefinition/VRM-DemographicsCodingUpdateMessage,StructureDefinition/VRM-ExtractionErrorMessage,StructureDefinition/VRM-BirthReportMessage,StructureDefinition/VRM-ParentalDemographicsCodingMessage,StructureDefinition/VRM-DeathRecordVoidMessage,StructureDefinition/VRM-DeathRecordSubmissionMessage,StructureDefinition/VRM-IndustryOccupationCodingMessage,StructureDefinition/VRM-FetalDeathReportUpdateMessage,StructureDefinition/VRM-DeathRecordUpdateMessage,StructureDefinition/VRM-FetalDeathReportMessage,StructureDefinition/VRM-IndustryOccupationCodingUpdateMessage,StructureDefinition/VRM-BirthReportUpdateMessage,StructureDefinition/VRM-DeathRecordAliasMessage,StructureDefinition/VRM-CauseOfDeathCodingMessage,StructureDefinition/VRM-MessageBundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/issue-severity,4.0.1,active,"2.16.840.1.113883.4.642.3.408",IssueSeverity,IssueSeverity,"How the issue affects the success of the action.","StructureDefinition/VRM-Outcome","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/issue-type,4.0.1,active,"2.16.840.1.113883.4.642.3.410",IssueType,IssueType,"A code that describes the type of issue.","StructureDefinition/VRM-Outcome","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/VRM-IndustryOccupationCodingHeader,StructureDefinition/VRM-DemographicsCodingMessage,StructureDefinition/VRM-MessageParameters,StructureDefinition/VRM-ExtractionErrorMessage,StructureDefinition/VRM-UpdateHeader,StructureDefinition/VRM-DeathRecordVoidMessage,StructureDefinition/VRM-DeathRecordSubmissionMessage,StructureDefinition/VRM-StatusParameters,StructureDefinition/VRM-CauseOfDeathCodingUpdateMessage,StructureDefinition/VRM-AcknowledgementMessage,StructureDefinition/VRM-VoidHeader,StructureDefinition/VRM-DemographicsCodingUpdateHeader,StructureDefinition/VRM-BirthReportMessage,StructureDefinition/VRM-ParentalDemographicsCodingUpdateHeader,StructureDefinition/VRM-StatusHeader,StructureDefinition/VRM-IndustryOccupationCodingMessage,StructureDefinition/VRM-AliasHeader,StructureDefinition/VRM-DeathRecordUpdateMessage,StructureDefinition/VRM-FetalDeathReportHeader,StructureDefinition/VRM-FetalDeathReportMessage,StructureDefinition/VRM-BirthReportUpdateMessage,StructureDefinition/VRM-DeathRecordAliasMessage,StructureDefinition/VRM-CauseOfDeathCodingUpdateHeader,StructureDefinition/VRM-CauseOfDeathCodingHeader,StructureDefinition/VRM-ParentalDemographicsCodingUpdateMessage,StructureDefinition/VRM-ExtractionErrorHeader,StructureDefinition/VRM-CodedCauseOfFetalDeathUpdateMessage,StructureDefinition/VRM-StatusMessage,StructureDefinition/VRM-FetalDeathReportUpdateHeader,StructureDefinition/VRM-ParentalDemographicsCodingMessage,StructureDefinition/VRM-VoidParameters,StructureDefinition/VRM-FetalDeathReportUpdateMessage,StructureDefinition/VRM-IndustryOccupationCodingUpdateMessage,StructureDefinition/VRM-IndustryOccupationCodingUpdateHeader,StructureDefinition/VRM-CauseOfDeathCodingMessage,StructureDefinition/VRM-ParentalDemographicsCodingHeader,StructureDefinition/VRM-BirthReportHeader,StructureDefinition/VRM-CodedCauseOfFetalDeathMessage,StructureDefinition/VRM-VoidMessage,StructureDefinition/VRM-Outcome,StructureDefinition/VRM-CodedCauseOfFetalDeathHeader,StructureDefinition/VRM-DemographicsCodingHeader,StructureDefinition/VRM-DemographicsCodingUpdateMessage,StructureDefinition/VRM-AliasParameters,StructureDefinition/VRM-BirthReportUpdateHeader,StructureDefinition/VRM-AcknowledgementHeader,StructureDefinition/VRM-VoidHeaderGeneral,StructureDefinition/VRM-CodedCauseOfFetalDeathUpdateHeader,StructureDefinition/VRM-MessageBundle,StructureDefinition/VRM-SubmissionHeader","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/message-events,4.0.1,active,"2.16.840.1.113883.4.642.3.26",MessageEvent,MessageEvent,"One of the message events defined as part of this version of FHIR.","StructureDefinition/VRM-IndustryOccupationCodingHeader,StructureDefinition/VRM-CauseOfDeathCodingHeader,StructureDefinition/VRM-BirthReportHeader,StructureDefinition/VRM-ExtractionErrorHeader,StructureDefinition/VRM-CodedCauseOfFetalDeathHeader,StructureDefinition/VRM-VoidHeader,StructureDefinition/VRM-DemographicsCodingUpdateHeader,StructureDefinition/VRM-DemographicsCodingHeader,StructureDefinition/VRM-FetalDeathReportUpdateHeader,StructureDefinition/VRM-UpdateHeader,StructureDefinition/VRM-ParentalDemographicsCodingUpdateHeader,StructureDefinition/VRM-StatusHeader,StructureDefinition/VRM-AliasHeader,StructureDefinition/VRM-FetalDeathReportHeader,StructureDefinition/VRM-BirthReportUpdateHeader,StructureDefinition/VRM-AcknowledgementHeader,StructureDefinition/VRM-VoidHeaderGeneral,StructureDefinition/VRM-CodedCauseOfFetalDeathUpdateHeader,StructureDefinition/VRM-IndustryOccupationCodingUpdateHeader,StructureDefinition/VRM-ParentalDemographicsCodingHeader,StructureDefinition/VRM-CauseOfDeathCodingUpdateHeader,StructureDefinition/VRM-SubmissionHeader","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/message-reason-encounter,4.0.1,draft,"2.16.840.1.113883.4.642.3.378",ExampleMessageReasonCodes,Example Message Reason Codes,"Example Message Reasons. These are the set of codes that might be used an updating an encounter using admin-update.","StructureDefinition/VRM-IndustryOccupationCodingHeader,StructureDefinition/VRM-CauseOfDeathCodingHeader,StructureDefinition/VRM-BirthReportHeader,StructureDefinition/VRM-ExtractionErrorHeader,StructureDefinition/VRM-CodedCauseOfFetalDeathHeader,StructureDefinition/VRM-VoidHeader,StructureDefinition/VRM-DemographicsCodingUpdateHeader,StructureDefinition/VRM-DemographicsCodingHeader,StructureDefinition/VRM-FetalDeathReportUpdateHeader,StructureDefinition/VRM-UpdateHeader,StructureDefinition/VRM-ParentalDemographicsCodingUpdateHeader,StructureDefinition/VRM-StatusHeader,StructureDefinition/VRM-AliasHeader,StructureDefinition/VRM-FetalDeathReportHeader,StructureDefinition/VRM-BirthReportUpdateHeader,StructureDefinition/VRM-AcknowledgementHeader,StructureDefinition/VRM-VoidHeaderGeneral,StructureDefinition/VRM-CodedCauseOfFetalDeathUpdateHeader,StructureDefinition/VRM-IndustryOccupationCodingUpdateHeader,StructureDefinition/VRM-ParentalDemographicsCodingHeader,StructureDefinition/VRM-CauseOfDeathCodingUpdateHeader,StructureDefinition/VRM-SubmissionHeader","THO"
http://hl7.org/fhir/ValueSet/operation-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.412",OperationOutcomeCodes,Operation Outcome Codes,"Operation Outcome codes used by FHIR test servers (see Implementation file translations.xml)","StructureDefinition/VRM-Outcome","THO"
